dataset,hparams,warmup,decay,width,depth,val/loss,val/loss_std,train/loss,train/batch_time,train/data_time,train/lr,warmup_tokens,beta1,beta2,world_size,lr,seed,seq_len,vocab_size,grad_clip_norm,optimizer,precision,qk_norm,z_loss_coefficient,bs,independent_wd,max_step,ckpt_path,params_active,params_active_precise,params_no_embed,params_all,flops_per_token_att_no_embed,flops_per_token_att,flops_per_token_cc,flops_per_token_no_att,flops_per_token_no_att_no_embed,flops_per_token,params,eff_params_att,train/loss_smoothed,total_steps,D,current_steps,portion_steps_elapsed,last_train/loss_smoothed_C,last_train/loss_smoothed_D,last_train/loss_smoothed,N,C,loss,N_no_emb,C_no_emb,C_6ND
rw,base,short,chinchilla,480.0,12.0,"step
4432    3.640424
8863    3.517043
Name: val/loss, dtype: float64","step
4432    0.001847
8863    0.001870
Name: val/loss_std, dtype: float64","step
20      9.273373
40      7.549177
60      6.964279
80      6.637773
100     6.443394
          ...   
8780    3.529573
8800    3.523967
8820    3.517157
8840    3.511803
8860    3.521664
Name: train/loss, Length: 479, dtype: float64","step
20      0.793972
40      0.702928
60      0.680572
80      0.696964
100     0.680672
          ...   
8780    0.680638
8800    0.680655
8820    0.680637
8840    0.680816
8860    0.680568
Name: train/batch_time, Length: 477, dtype: float64","step
20      0.043799
40      0.034032
60      0.010887
80      0.027168
100     0.010844
          ...   
8780    0.010886
8800    0.010906
8820    0.010821
8840    0.010897
8860    0.010783
Name: train/data_time, Length: 477, dtype: float64","step
20      0.000578
40      0.001128
60      0.001679
80      0.002229
100     0.002780
          ...   
8780    0.000031
8800    0.000030
8820    0.000030
8840    0.000030
8860    0.000030
Name: train/lr, Length: 479, dtype: float64",57384960,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,8860,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=57M_maxstep=8860,57384960.0,57384960.0,33177600.0,82575360.0,269844480.0,415088640.0,486755136.0,344309760.0,199065600.0,344309760.0,57384960.0,69181440.0,"5.242880e+06    9.273373
1.572864e+07    7.549177
2.621440e+07    6.964279
3.670016e+07    6.637773
4.718592e+07    6.443394
                  ...   
4.511498e+09    3.520776
4.516741e+09    3.520509
4.521984e+09    3.520290
4.527227e+09    3.520483
4.532077e+09    3.520311
Name: _smoothed, Length: 479, dtype: float64",8644.25,4532076544.0,8644.25,1.0,1.5604381871662694e+18,4532076544.0,3.5203114025322577,57384960,1.5604381871662694e+18,3.5203114025322577,33177600.0,9.021805364772864e+17,1.5604381871662694e+18
rw,base,short,chinchilla,288.0,8.0,"step
354    5.161519
706    4.758784
Name: val/loss, dtype: float64","step
354    0.001367
706    0.001353
Name: val/loss_std, dtype: float64","step
20     9.241387
40     7.532713
60     6.948836
80     6.662578
100    6.476770
120    6.313916
140    6.169827
160    6.013969
180    5.895100
200    5.770338
208    5.708556
220    5.650418
240    5.566945
260    5.495140
280    5.406768
300    5.339816
320    5.268712
340    5.216775
360    5.173103
380    5.126328
400    5.076701
420    5.027179
437    4.990857
440    4.979129
460    4.962670
480    4.932140
500    4.909812
520    4.872310
540    4.845702
560    4.832882
580    4.821380
600    4.790241
620    4.785038
628    4.776529
640    4.781448
660    4.768936
680    4.759589
700    4.756446
Name: train/loss, dtype: float64","step
20     0.545154
40     0.464327
60     0.471675
80     0.463391
100    0.471803
120    0.463081
140    0.463179
160    0.463467
180    0.472336
200    0.463127
208    0.463561
220    0.490326
240    0.463223
260    0.463040
280    0.463116
300    0.462961
320    0.462802
340    0.462818
360    0.471104
380    0.462725
400    0.462887
420    0.462852
437    0.462940
440    0.566211
460    0.463045
480    0.463148
500    0.463007
520    0.462992
540    0.463040
560    0.462952
580    0.462753
600    0.462766
620    0.462856
628    0.463120
640    0.492071
660    0.463078
680    0.463044
700    0.463175
Name: train/batch_time, dtype: float64","step
20     0.023164
40     0.010235
60     0.017487
80     0.009095
100    0.017459
120    0.008759
140    0.008840
160    0.009138
180    0.017862
200    0.008902
208    0.009331
220    0.035673
240    0.008706
260    0.008615
280    0.008596
300    0.008452
320    0.008464
340    0.008495
360    0.016844
380    0.008522
400    0.008532
420    0.008529
437    0.008522
440    0.110742
460    0.008605
480    0.008804
500    0.008674
520    0.008480
540    0.008510
560    0.008526
580    0.008352
600    0.008425
620    0.008435
628    0.008732
640    0.037477
660    0.008769
680    0.008628
700    0.008840
Name: train/data_time, dtype: float64","step
20     0.001500
40     0.002929
60     0.002995
80     0.002976
100    0.002944
120    0.002900
140    0.002843
160    0.002775
180    0.002695
200    0.002604
208    0.002565
220    0.002504
240    0.002395
260    0.002278
280    0.002154
300    0.002024
320    0.001890
340    0.001753
360    0.001613
380    0.001473
400    0.001333
420    0.001194
437    0.001079
440    0.001059
460    0.000927
480    0.000801
500    0.000681
520    0.000569
540    0.000465
560    0.000370
580    0.000286
600    0.000213
620    0.000151
628    0.000130
640    0.000102
660    0.000065
680    0.000041
700    0.000031
Name: train/lr, dtype: float64",22487040,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,700,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=22M_maxstep=700,22487040.0,22487040.0,7962624.0,37601280.0,76087296.0,163233792.0,192136896.0,134922240.0,47775744.0,134922240.0,22487040.0,27205632.0,"5242880.0      9.241387
15728640.0     7.532713
26214400.0     6.948836
36700160.0     6.662578
47185920.0     6.476770
57671680.0     6.313916
68157440.0     6.169827
78643200.0     6.013969
89128960.0     5.895100
99614720.0     5.770338
106954752.0    5.708556
112197632.0    5.650418
120586240.0    5.566945
131072000.0    5.495140
141557760.0    5.406768
152043520.0    5.339816
162529280.0    5.268712
173015040.0    5.216775
183500800.0    5.173103
193986560.0    5.126328
204472320.0    5.076736
214958080.0    5.031579
224657408.0    4.999055
229900288.0    4.977552
235929600.0    4.957980
246415360.0    4.934874
256901120.0    4.904754
267386880.0    4.875941
277872640.0    4.850298
288358400.0    4.833321
298844160.0    4.814834
309329920.0    4.798887
319815680.0    4.783936
327155712.0    4.781005
332398592.0    4.775637
340787200.0    4.769991
351272960.0    4.761657
359137280.0    4.758017
Name: _smoothed, dtype: float64",685.0,359137280.0,685.0,1.0,4.84556062851072e+16,359137280.0,4.758017396926874,22487040,4.84556062851072e+16,4.758017396926874,7962624.0,1.715805075013632e+16,4.84556062851072e+16
rw,base,short,chinchilla,320.0,9.0,"step
35    7.091692
69    6.809268
Name: val/loss, dtype: float64","step
35    0.001670
69    0.001701
Name: val/loss_std, dtype: float64","step
20    8.587942
40    7.241145
60    6.887406
Name: train/loss, dtype: float64","step
20    0.580489
40    0.512951
60    0.499025
Name: train/batch_time, dtype: float64","step
20    0.022978
40    0.022089
60    0.008710
Name: train/data_time, dtype: float64","step
20    0.002887
40    0.001598
60    0.000215
Name: train/lr, dtype: float64",7168000,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,60,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=28M_maxstep=60,27197440.0,28672000.0,12533760.0,43991040.0,110592000.0,207421440.0,234628992.0,172032000.0,75202560.0,172032000.0,28672000.0,34570240.0,"5242880.0     8.587942
15728640.0    7.241145
26214400.0    6.887406
Name: _smoothed, dtype: float64",50.0,26214400.0,50.0,1.0,4509715660800000.0,26214400.0,6.887405753135683,28672000,4509715660800000.0,6.887405753135683,12533760.0,1971389988864000.0,4509715660800000.0
rw,base,short,chinchilla,320.0,9.0,"step
2218    3.966100
4434    3.832751
Name: val/loss, dtype: float64","step
2218    0.001749
4434    0.001782
Name: val/loss_std, dtype: float64","step
20      9.288884
40      7.530653
60      6.949198
80      6.668439
100     6.470000
          ...   
4360    3.838920
4380    3.824457
4400    3.829046
4420    3.836900
4424    3.829620
Name: train/loss, Length: 240, dtype: float64","step
20      0.580971
40      0.512346
60      0.498825
80      0.511167
100     0.498847
          ...   
4360    0.498467
4380    0.498491
4400    0.498584
4420    0.498690
4424    0.499045
Name: train/batch_time, Length: 239, dtype: float64","step
20      0.022836
40      0.022676
60      0.008959
80      0.021187
100     0.008943
          ...   
4360    0.008702
4380    0.008717
4400    0.008764
4420    0.008775
4424    0.009279
Name: train/data_time, Length: 240, dtype: float64","step
20      0.001167
40      0.002278
60      0.003000
80      0.003000
100     0.002999
          ...   
4360    0.000032
4380    0.000031
4400    0.000030
4420    0.000030
4424    0.000030
Name: train/lr, Length: 240, dtype: float64",28672000,0.9,0.95,8,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,4424,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=28M_maxstep=4424,27197440.0,28672000.0,12533760.0,43991040.0,110592000.0,207421440.0,234628992.0,172032000.0,75202560.0,172032000.0,28672000.0,34570240.0,"5.242880e+06    9.288884
1.572864e+07    7.530653
2.621440e+07    6.949198
3.670016e+07    6.668439
4.718592e+07    6.470000
                  ...   
2.248933e+09    3.834266
2.252603e+09    3.834715
2.257060e+09    3.834249
2.262303e+09    3.833466
2.267546e+09    3.833469
Name: _smoothed, Length: 240, dtype: float64",4325.0,2267545600.0,4325.0,1.0,3.900904046592e+17,2267545600.0,3.833469314802263,28672000,3.900904046592e+17,3.833469314802263,12533760.0,1.70525234036736e+17,3.900904046592e+17
rw,base,short,chinchilla,576.0,14.0,"step
1500    3.790815
2999    3.608586
Name: val/loss, dtype: float64","step
1500    0.001794
2999    0.001806
Name: val/loss_std, dtype: float64","step
20      9.372126
40      7.596236
60      7.015266
80      6.673254
100     6.471748
          ...   
2900    3.607677
2920    3.607496
2940    3.608042
2960    3.605816
2980    3.610237
Name: train/loss, Length: 156, dtype: float64","step
20      0.537405
40      0.453733
60      0.452265
80      0.431504
100     0.453386
          ...   
2900    0.431889
2920    0.431998
2940    0.431980
2960    0.431958
2980    0.431972
Name: train/batch_time, Length: 156, dtype: float64","step
20      0.048768
40      0.032430
60      0.031012
80      0.010004
100     0.031707
          ...   
2900    0.010048
2920    0.010030
2940    0.010009
2960    0.010029
2980    0.010038
Name: train/data_time, Length: 156, dtype: float64","step
20      0.000391
40      0.000764
60      0.001137
80      0.001509
100     0.001882
          ...   
2900    0.000039
2920    0.000036
2940    0.000033
2960    0.000031
2980    0.000030
Name: train/lr, Length: 156, dtype: float64",84787200,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,2980,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=84M_maxstep=2980,84787200.0,84787200.0,55738368.0,115015680.0,433520640.0,607813632.0,707939712.0,508723200.0,334430208.0,508723200.0,84787200.0,101302272.0,"5.242880e+06    9.372126
1.572864e+07    7.596236
2.621440e+07    7.015266
3.670016e+07    6.673254
4.718592e+07    6.471748
                  ...   
1.502085e+09    3.609923
1.507328e+09    3.609631
1.512571e+09    3.609431
1.517814e+09    3.609596
1.523057e+09    3.608185
Name: _smoothed, Length: 156, dtype: float64",2905.0,1523056640.0,2905.0,1.0,7.74814247682048e+17,1523056640.0,3.608184978365884,84787200,7.74814247682048e+17,3.608184978365884,55738368.0,5.093561489109811e+17,7.74814247682048e+17
rw,base,short,chinchilla,640.0,15.0,"step
1173    3.828043
2344    3.620031
Name: val/loss, dtype: float64","step
1173    0.001778
2344    0.001813
Name: val/loss_std, dtype: float64","step
20      9.403449
40      7.648208
60      7.064788
80      6.691072
100     6.484920
          ...   
2260    3.622509
2280    3.620606
2300    3.625154
2320    3.616225
2340    3.624808
Name: train/loss, Length: 123, dtype: float64","step
20      0.611834
40      0.503504
60      0.478999
80      0.503891
100     0.479181
          ...   
2260    0.479714
2280    0.479840
2300    0.479714
2320    0.479671
2340    0.479786
Name: train/batch_time, Length: 123, dtype: float64","step
20      0.079458
40      0.036861
60      0.011900
80      0.036558
100     0.011837
          ...   
2260    0.012054
2280    0.012126
2300    0.012060
2320    0.012056
2340    0.012099
Name: train/data_time, Length: 123, dtype: float64","step
20      0.000306
40      0.000597
60      0.000888
80      0.001180
100     0.001471
          ...   
2260    0.000041
2280    0.000037
2300    0.000033
2320    0.000031
2340    0.000030
Name: train/lr, Length: 123, dtype: float64",108462080,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,2340,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=108M_maxstep=2340,106004480.0,108462080.0,76185600.0,139591680.0,575078400.0,768737280.0,873066240.0,650772480.0,457113600.0,650772480.0,108462080.0,128122880.0,"5.242880e+06    9.403449
1.572864e+07    7.648208
2.621440e+07    7.064788
3.670016e+07    6.691072
4.718592e+07    6.484920
                  ...   
1.177027e+09    3.624172
1.182269e+09    3.624387
1.184891e+09    3.624387
1.187512e+09    3.622660
1.192755e+09    3.621947
Name: _smoothed, Length: 123, dtype: float64",2275.0,1192755200.0,2275.0,1.0,7.76212259536896e+17,1192755200.0,3.621947426455352,108462080,7.76212259536896e+17,3.621947426455352,76185600.0,5.4522462339072e+17,7.76212259536896e+17
rw,base,short,chinchilla,640.0,15.0,"step
587     4.156682
1172    3.842433
Name: val/loss, dtype: float64","step
587     0.001674
1172    0.001751
Name: val/loss_std, dtype: float64","step
20      9.403437
40      7.648467
60      7.066526
80      6.680285
100     6.485161
          ...   
1100    3.845273
1120    3.853960
1140    3.841841
1156    3.849720
1160    3.834205
Name: train/loss, Length: 62, dtype: float64","step
20      0.616800
40      0.509314
60      0.484111
80      0.511120
100     0.484995
          ...   
1100    0.485795
1120    0.485610
1140    0.485470
1156    0.485626
1160    0.562834
Name: train/batch_time, Length: 62, dtype: float64","step
20      0.079979
40      0.037837
60      0.011634
80      0.038560
100     0.011850
          ...   
1100    0.011728
1120    0.011621
1140    0.011570
1156    0.011601
1160    0.087669
Name: train/data_time, Length: 62, dtype: float64","step
20      0.000306
40      0.000597
60      0.000888
80      0.001180
100     0.001471
          ...   
1100    0.000071
1120    0.000051
1140    0.000038
1156    0.000032
1160    0.000031
Name: train/lr, Length: 62, dtype: float64",108462080,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,1160,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=108M_maxstep=1160,106004480.0,108462080.0,76185600.0,139591680.0,575078400.0,768737280.0,873066240.0,650772480.0,457113600.0,650772480.0,108462080.0,128122880.0,"5242880.0      9.403437
15728640.0     7.648467
26214400.0     7.066526
36700160.0     6.680285
47185920.0     6.485161
                 ...   
571473920.0    3.851172
581959680.0    3.849572
592445440.0    3.845000
597688320.0    3.845000
599785472.0    3.844932
Name: _smoothed, Length: 62, dtype: float64",1144.0,599785472.0,1144.0,1.0,3.9032387908141056e+17,599785472.0,3.84493165686726,108462080,3.9032387908141056e+17,3.84493165686726,76185600.0,2.741700963336192e+17,3.9032387908141056e+17
rw,base,short,chinchilla,640.0,15.0,"step
147    5.930470
187    5.817142
Name: val/loss, dtype: float64","step
147    0.001483
187    0.001497
Name: val/loss_std, dtype: float64","step
20     8.805561
40     7.398950
60     6.893939
80     6.610822
100    6.427526
120    6.229693
140    6.047977
143    5.965861
160    5.916049
180    5.837578
Name: train/loss, dtype: float64","step
20     0.627883
40     0.503466
60     0.479790
80     0.506045
100    0.479992
120    0.480097
140    0.480090
143    0.480228
160    0.642097
180    0.480046
Name: train/batch_time, dtype: float64","step
20     0.076330
40     0.036096
60     0.011903
80     0.037868
100    0.011827
120    0.011912
140    0.011892
143    0.012157
160    0.172744
180    0.011871
Name: train/data_time, dtype: float64","step
20     0.001086
40     0.002121
60     0.002998
80     0.002792
100    0.002289
120    0.001605
140    0.000901
143    0.000804
160    0.000340
180    0.000052
Name: train/lr, dtype: float64",30732707,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,180,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=108M_maxstep=180,106004480.0,108462080.0,76185600.0,139591680.0,575078400.0,768737280.0,873066240.0,650772480.0,457113600.0,650772480.0,108462080.0,128122880.0,"5242880.0     8.805561
15728640.0    7.398950
26214400.0    6.893939
36700160.0    6.610822
47185920.0    6.427526
57671680.0    6.229693
68157440.0    6.047977
74186752.0    5.965861
79429632.0    5.916049
89128960.0    5.837578
Name: _smoothed, dtype: float64",170.0,89128960.0,170.0,1.0,5.80026743390208e+16,89128960.0,5.837578153610231,108462080,5.80026743390208e+16,5.837578153610231,76185600.0,4.0742059769856e+16,5.80026743390208e+16
rw,base,short,chinchilla,576.0,14.0,"step
750     4.069032
1499    3.812172
Name: val/loss, dtype: float64","step
750     0.001716
1499    0.001749
Name: val/loss_std, dtype: float64","step
20      9.372146
40      7.596974
60      7.019331
80      6.667664
100     6.465588
          ...   
1400    3.820798
1420    3.829978
1440    3.816157
1460    3.813095
1480    3.827550
Name: train/loss, Length: 78, dtype: float64","step
20      0.547297
40      0.456850
60      0.454527
80      0.432102
100     0.453895
          ...   
1400    0.432231
1420    0.432174
1440    0.432261
1460    0.432180
1480    0.432257
Name: train/batch_time, Length: 78, dtype: float64","step
20      0.046359
40      0.035332
60      0.032545
80      0.009963
100     0.031744
          ...   
1400    0.009968
1420    0.009996
1440    0.009995
1460    0.009964
1480    0.010037
Name: train/data_time, Length: 78, dtype: float64","step
20      0.000391
40      0.000764
60      0.001137
80      0.001509
100     0.001882
          ...   
1400    0.000070
1420    0.000055
1440    0.000044
1460    0.000036
1480    0.000031
Name: train/lr, Length: 78, dtype: float64",84787200,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,1480,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=84M_maxstep=1480,84787200.0,84787200.0,55738368.0,115015680.0,433520640.0,607813632.0,707939712.0,508723200.0,334430208.0,508723200.0,84787200.0,101302272.0,"5242880.0      9.372146
15728640.0     7.596974
26214400.0     7.019331
36700160.0     6.667664
47185920.0     6.465588
                 ...   
728760320.0    3.823566
739246080.0    3.822416
747110400.0    3.821649
752353280.0    3.821516
757596160.0    3.821695
Name: _smoothed, Length: 78, dtype: float64",1445.0,757596160.0,1445.0,1.0,3.85406742822912e+17,757596160.0,3.8216950923204394,84787200,3.85406742822912e+17,3.8216950923204394,55738368.0,2.5336304136880128e+17,3.85406742822912e+17
rw,base,short,chinchilla,640.0,15.0,"step
9379     3.380218
18757    3.260561
Name: val/loss, dtype: float64","step
9379     0.001998
18757    0.001950
Name: val/loss_std, dtype: float64","step
20       9.403425
40       7.647387
60       7.060185
80       6.688603
100      6.489907
           ...   
18660    3.256867
18680    3.259609
18700    3.254718
18720    3.262744
18740    3.262174
Name: train/loss, Length: 990, dtype: float64","step
20       0.616418
40       0.506165
60       0.478129
80       0.503075
100      0.478659
           ...   
18660    0.478755
18680    0.478614
18700    0.478672
18720    0.478680
18740    0.478646
Name: train/batch_time, Length: 979, dtype: float64","step
20       0.076027
40       0.040206
60       0.011572
80       0.036434
100      0.012002
           ...   
18660    0.011858
18680    0.011797
18700    0.011763
18720    0.011740
18740    0.011768
Name: train/data_time, Length: 978, dtype: float64","step
20       0.000306
40       0.000597
60       0.000888
80       0.001180
100      0.001471
           ...   
18660    0.000030
18680    0.000030
18700    0.000030
18720    0.000030
18740    0.000030
Name: train/lr, Length: 990, dtype: float64",108462080,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,18740,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=108M_maxstep=18740,106004480.0,108462080.0,76185600.0,139591680.0,575078400.0,768737280.0,873066240.0,650772480.0,457113600.0,650772480.0,108462080.0,128122880.0,"5.242880e+06    9.403425
1.572864e+07    7.647387
2.621440e+07    7.060185
3.670016e+07    6.688603
4.718592e+07    6.489907
                  ...   
9.555149e+09    3.263117
9.560392e+09    3.263056
9.565635e+09    3.262838
9.570877e+09    3.262915
9.576120e+09    3.262783
Name: _smoothed, Length: 990, dtype: float64",18265.0,9576120320.0,18265.0,1.0,6.231875569424794e+18,9576120320.0,3.2627826432028906,108462080,6.231875569424794e+18,3.2627826432028906,76185600.0,4.377374833508352e+18,6.231875569424794e+18
rw,base,short,chinchilla,576.0,14.0,"step
375    4.613893
749    4.133680
Name: val/loss, dtype: float64","step
375    0.001517
749    0.001645
Name: val/loss_std, dtype: float64","step
20     9.372124
40     7.596126
60     7.014395
80     6.665111
100    6.479125
120    6.291334
140    6.119447
143    5.992481
160    6.018555
180    5.831971
200    5.664138
220    5.539252
240    5.393041
260    5.283072
280    5.170596
300    5.074911
320    4.943414
340    4.833536
360    4.749398
380    4.647118
400    4.576356
420    4.508119
440    4.456217
460    4.420085
480    4.374254
500    4.326327
520    4.303114
540    4.278950
560    4.241325
580    4.235843
600    4.204148
620    4.190645
640    4.160054
660    4.156799
680    4.148363
687    4.155059
700    4.136362
720    4.133180
740    4.129275
Name: train/loss, dtype: float64","step
20     0.535255
40     0.453505
60     0.454278
80     0.431733
100    0.453738
120    0.431823
140    0.431943
143    0.432104
160    0.449489
180    0.432097
200    0.453670
220    0.432022
240    0.431976
260    0.431965
280    0.431919
300    0.432585
320    0.431991
340    0.431884
360    0.431745
380    0.452349
400    0.447748
420    0.431985
440    0.432133
460    0.431858
480    0.431855
500    0.432053
520    0.432059
540    0.431858
560    0.431833
580    0.431898
600    0.431850
620    0.431925
640    0.431880
660    0.432077
680    0.431819
687    0.431763
700    0.457306
720    0.431931
740    0.431877
Name: train/batch_time, dtype: float64","step
20     0.046896
40     0.032192
60     0.032777
80     0.009992
100    0.031972
120    0.009977
140    0.010049
143    0.010420
160    0.026848
180    0.010076
200    0.031603
220    0.009920
240    0.009971
260    0.009902
280    0.009962
300    0.010419
320    0.010046
340    0.009910
360    0.009880
380    0.030487
400    0.025309
420    0.010064
440    0.010137
460    0.010045
480    0.010009
500    0.010128
520    0.010177
540    0.010062
560    0.010077
580    0.010116
600    0.010107
620    0.010099
640    0.010093
660    0.010185
680    0.010070
687    0.010063
700    0.034416
720    0.010132
740    0.010030
Name: train/data_time, dtype: float64","step
20     0.000391
40     0.000764
60     0.001137
80     0.001509
100    0.001882
120    0.002255
140    0.002627
143    0.002683
160    0.003000
180    0.002992
200    0.002968
220    0.002927
240    0.002870
260    0.002797
280    0.002710
300    0.002609
320    0.002496
340    0.002371
360    0.002237
380    0.002094
400    0.001945
420    0.001791
440    0.001634
460    0.001475
480    0.001317
500    0.001161
520    0.001010
540    0.000864
560    0.000725
580    0.000595
600    0.000476
620    0.000369
640    0.000275
660    0.000195
680    0.000130
687    0.000111
700    0.000081
720    0.000048
740    0.000032
Name: train/lr, dtype: float64",84787200,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,740,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=84M_maxstep=740,84787200.0,84787200.0,55738368.0,115015680.0,433520640.0,607813632.0,707939712.0,508723200.0,334430208.0,508723200.0,84787200.0,101302272.0,"5242880.0      9.372124
15728640.0     7.596126
26214400.0     7.014395
36700160.0     6.665111
47185920.0     6.479125
57671680.0     6.291334
68157440.0     6.119447
74186752.0     5.992481
79429632.0     6.018555
89128960.0     5.831971
99614720.0     5.664138
110100480.0    5.539252
120586240.0    5.393041
131072000.0    5.283072
141557760.0    5.170596
152043520.0    5.074911
162529280.0    4.943414
173015040.0    4.833536
183500800.0    4.749398
193986560.0    4.647118
204472320.0    4.577198
214958080.0    4.513564
225443840.0    4.461474
235929600.0    4.416852
246415360.0    4.373555
256901120.0    4.334565
267386880.0    4.302797
277872640.0    4.274463
288358400.0    4.252039
298844160.0    4.227105
309329920.0    4.210212
319815680.0    4.184949
330301440.0    4.169166
340787200.0    4.155072
351272960.0    4.153407
358350848.0    4.146594
363593728.0    4.141534
372244480.0    4.132939
380108800.0    4.131228
Name: _smoothed, dtype: float64",725.0,380108800.0,725.0,1.0,1.9337016508416e+17,380108800.0,4.131227815151206,84787200,1.9337016508416e+17,4.131227815151206,55738368.0,1.271198650466304e+17,1.9337016508416e+17
rw,base,short,chinchilla,640.0,15.0,"step
4690    3.479493
9378    3.346367
Name: val/loss, dtype: float64","step
4690    0.001857
9378    0.001912
Name: val/loss_std, dtype: float64","step
20      9.403431
40      7.647611
60      7.062372
80      6.680841
100     6.467748
          ...   
9280    3.353826
9300    3.356867
9320    3.341273
9340    3.353685
9360    3.354607
Name: train/loss, Length: 495, dtype: float64","step
20      0.610523
40      0.504632
60      0.479841
80      0.503399
100     0.479841
          ...   
9280    0.479940
9300    0.479987
9320    0.479889
9340    0.480010
9360    0.480105
Name: train/batch_time, Length: 494, dtype: float64","step
20      0.074616
40      0.037416
60      0.012158
80      0.035685
100     0.012082
          ...   
9280    0.011971
9300    0.011963
9320    0.011979
9340    0.011997
9360    0.012038
Name: train/data_time, Length: 487, dtype: float64","step
20      0.000306
40      0.000597
60      0.000888
80      0.001180
100     0.001471
          ...   
9280    0.000031
9300    0.000031
9320    0.000030
9340    0.000030
9360    0.000030
Name: train/lr, Length: 495, dtype: float64",108462080,0.9,0.95,16,0.003,0.0,2048.0,50432.0,True,adamw,amp_bfloat16,True,0.0001,256.0,0.0001,9360,dataset=rw/hparams=base_warmup=short_decay=chinchilla/params=108M_maxstep=9360,106004480.0,108462080.0,76185600.0,139591680.0,575078400.0,768737280.0,873066240.0,650772480.0,457113600.0,650772480.0,108462080.0,128122880.0,"5.242880e+06    9.403431
1.572864e+07    7.647611
2.621440e+07    7.062372
3.670016e+07    6.680841
4.718592e+07    6.467748
                  ...   
4.759224e+09    3.348661
4.763156e+09    3.348776
4.768399e+09    3.348760
4.773642e+09    3.348749
4.778885e+09    3.348689
Name: _smoothed, Length: 495, dtype: float64",9115.0,4778885120.0,9115.0,1.0,3.1099669211774976e+18,4778885120.0,3.3486890463828876,108462080,3.1099669211774976e+18,3.3486890463828876,76185600.0,2.184493381189632e+18,3.1099669211774976e+18
